Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port3_VPD,Port3_RH,Port3_Atmos_pressure,Port3_Temp,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H
ET7,MC2,2023-06-29T21:45:00Z,87.75,19,0,1,0,0.999,87.82,19,0,15,15,538,15,614,15
ET7,MC2,2023-06-29T22:00:00Z,87.75,19,0,1.002,0,1,87.82,19.1,0,15,15,613,15,539,15
ET7,MC2,2023-06-29T22:15:00Z,87.75,19.2,0,1.001,0,1,87.83,19.2,0,15,15,545,15,561,15
ET7,MC2,2023-06-29T22:30:00Z,87.76,19.3,0,1,0,0.999,87.83,19.4,0,15,15,561,15,545,15
ET7,MC2,2023-06-29T22:45:00Z,87.75,19.3,0,1.001,0,0.999,87.83,19.3,0,15,15,570,15,572,15
ET7,MC2,2023-06-29T23:00:00Z,87.74,19.2,0,0.999,0,1.001,87.81,19.2,0,15,15,550,15,587,15
ET7,MC2,2023-06-29T23:15:00Z,87.72,19.2,0,1,0,1,87.79,19.3,0,15,15,620,15,648,15
ET7,MC2,2023-06-29T23:30:00Z,87.69,19.4,0,1,0,1,87.76,19.4,0,15,15,565,15,573,15
ET7,MC2,2023-06-29T23:45:00Z,87.68,19.3,0,1.001,0,1.001,87.75,19.4,0,15,15,601,15,543,15
ET7,MC2,2023-06-30T00:00:00Z,87.67,19.3,0,1,0,1,87.74,19.2,0,15,15,545,15,534,15
ET7,MC2,2023-06-30T00:15:00Z,87.67,19.1,0,1.001,0,0.999,87.74,19.1,0,15,15,542,15,528,15
ET7,MC2,2023-06-30T00:30:00Z,87.68,19.1,0,1,0,1,87.75,19,0,15,15,521,15,524,15
ET7,MC2,2023-06-30T00:45:00Z,87.67,19.1,0,1,0,1,87.74,19,0,15,15,519,15,535,15
ET7,MC2,2023-06-30T01:00:00Z,87.64,19.1,0,1,0,1,87.71,19,0,15,15,529,15,536,15
ET7,MC2,2023-06-30T01:15:00Z,87.61,19,0,1.001,0,0.999,87.68,19,0,15,15,509,15,523,15
ET7,MC2,2023-06-30T01:30:00Z,87.61,19.1,0,1,0,1,87.68,19.1,0,15,15,499,15,510,15
ET7,MC2,2023-06-30T01:45:00Z,87.6,19.2,0,1.001,0,1,87.67,19.2,0,15,15,497,15,513,15
ET7,MC2,2023-06-30T02:00:00Z,87.59,19.2,0,1.001,0,1.001,87.66,19.2,0,15,15,487,15,490,15
ET7,MC2,2023-06-30T02:15:00Z,87.58,19.3,0,1,0.02,0.992,87.65,19.4,0,15,15,475,15,470,15
ET7,MC2,2023-06-30T02:30:00Z,87.59,19.3,0,1.001,0.04,0.982,87.66,19.2,0,15,15,469,15,466,15
ET7,MC2,2023-06-30T02:45:00Z,87.6,19.2,0,1.002,0.04,0.983,87.67,19.2,0,15,15,468,15,593,15
ET7,MC2,2023-06-30T03:00:00Z,87.62,19.1,0,1,0.02,0.989,87.69,19.2,0,15,15,486,15,565,15
ET7,MC2,2023-06-30T03:15:00Z,87.62,19.1,0,1,0.01,0.996,87.69,19.2,0,15,15,516,15,549,15
ET7,MC2,2023-06-30T03:30:00Z,87.63,19,0,1,0,0.999,87.71,19,0,15,15,544,15,596,15
ET7,MC2,2023-06-30T03:45:00Z,87.62,19.1,0,1,0,0.999,87.69,19.2,0,15,15,536,15,531,15
ET7,MC2,2023-06-30T04:00:00Z,87.64,19.1,0,1,0,1,87.71,19.1,0,15,15,528,15,552,15
ET7,MC2,2023-06-30T04:15:00Z,87.62,19.2,0,1,0,0.999,87.69,19.1,0,15,15,503,15,518,15
ET7,MC2,2023-06-30T04:30:00Z,87.59,19.2,0,0.999,0.02,0.992,87.66,19.2,0,15,15,491,15,494,15
ET7,MC2,2023-06-30T04:45:00Z,87.59,19.1,0.03,0.985,0.09,0.959,87.66,19.2,0,15,15,481,15,472,15
ET7,MC2,2023-06-30T05:00:00Z,87.6,18.9,0.02,0.992,0.07,0.969,87.67,19,0,15,15,475,15,470,15
ET7,MC2,2023-06-30T05:15:00Z,87.59,19,0.01,0.997,0.05,0.978,87.66,18.9,0,15,15,475,15,468,15
ET7,MC2,2023-06-30T05:30:00Z,87.59,19,0,1.001,0.04,0.983,87.66,19,0,15,15,470,15,466,15
ET7,MC2,2023-06-30T05:45:00Z,87.62,19.1,0,1.001,0.03,0.987,87.69,19,0,15,15,466,15,462,15
ET7,MC2,2023-06-30T06:00:00Z,87.65,19.3,0,1,0.03,0.986,87.73,19.2,5.1,15,15,460,15,463,15
ET7,MC2,2023-06-30T06:15:00Z,87.67,19.4,0,1,0.04,0.982,87.74,19.3,8.8,15,0,456,15,462,15
ET7,MC2,2023-06-30T06:30:00Z,87.69,19.3,0,1,0.03,0.987,87.77,19.3,10.8,15,0,454,15,466,15
ET7,MC2,2023-06-30T06:45:00Z,87.7,19.3,0,1,0.02,0.993,87.77,19.2,19,15,0,454,15,458,7
ET7,MC2,2023-06-30T07:00:00Z,87.7,19.6,0.01,0.995,0.04,0.984,87.78,19.4,32.2,15,0,453,15,456,0
ET7,MC2,2023-06-30T07:15:00Z,87.69,19.7,0.06,0.974,0.09,0.962,87.77,19.6,45.8,15,0,453,15,456,0
ET7,MC2,2023-06-30T07:30:00Z,87.7,19.9,0.09,0.963,0.11,0.953,87.78,19.6,64.6,15,0,453,15,455,0
ET7,MC2,2023-06-30T07:45:00Z,87.71,20,0.09,0.962,0.11,0.952,87.78,19.8,68.5,15,0,453,15,455,0
ET7,MC2,2023-06-30T08:00:00Z,87.71,20,0.07,0.968,0.09,0.959,87.79,19.8,73.8,15,0,453,15,455,0
ET7,MC2,2023-06-30T08:15:00Z,87.73,20.1,0.09,0.964,0.1,0.956,87.8,19.8,66.3,15,0,453,15,455,0
ET7,MC2,2023-06-30T08:30:00Z,87.75,20,0.07,0.972,0.09,0.962,87.82,19.7,55.3,15,0,453,15,456,0
ET7,MC2,2023-06-30T08:45:00Z,87.75,20,0.06,0.972,0.08,0.963,87.82,19.8,73.8,15,0,454,15,470,5
ET7,MC2,2023-06-30T09:00:00Z,87.73,20,0.05,0.978,0.07,0.968,87.81,19.7,88.4,15,0,453,15,513,15
ET7,MC2,2023-06-30T09:15:00Z,87.71,20.2,0.07,0.97,0.09,0.963,87.78,19.8,119.9,15,0,452,15,454,9
ET7,MC2,2023-06-30T09:30:00Z,87.69,20.6,0.14,0.941,0.14,0.941,87.76,20.2,153.1,15,0,452,15,453,0
ET7,MC2,2023-06-30T09:45:00Z,87.69,20.8,0.15,0.937,0.15,0.939,87.76,20.3,122.5,15,0,452,15,453,0
ET7,MC2,2023-06-30T10:00:00Z,87.71,20.4,0.11,0.952,0.12,0.947,87.79,20.1,97.2,15,0,452,15,453,0
ET7,MC2,2023-06-30T10:15:00Z,87.72,20.5,0.11,0.954,0.12,0.948,87.79,20.2,104,15,0,452,15,454,0
ET7,MC2,2023-06-30T10:30:00Z,87.73,20.6,0.12,0.952,0.12,0.948,87.8,20.3,98.5,15,0,452,15,454,0
ET7,MC2,2023-06-30T10:45:00Z,87.72,20.7,0.12,0.951,0.13,0.947,87.79,20.4,111.9,15,0,454,15,477,1
ET7,MC2,2023-06-30T11:00:00Z,87.71,20.7,0.08,0.966,0.1,0.957,87.78,20.4,143.9,15,0,452,15,454,13
ET7,MC2,2023-06-30T11:15:00Z,87.7,20.6,0.07,0.972,0.08,0.965,87.77,20.3,132.4,15,0,452,15,521,10
ET7,MC2,2023-06-30T11:30:00Z,87.67,21,0.11,0.954,0.1,0.958,87.74,20.4,176.9,15,0,452,15,456,10
ET7,MC2,2023-06-30T11:45:00Z,87.68,21,0.13,0.948,0.11,0.953,87.75,20.4,160.4,15,0,452,15,452,0
ET7,MC2,2023-06-30T12:00:00Z,87.67,21.2,0.15,0.939,0.13,0.945,87.74,20.6,172.3,15,0,452,15,452,0
ET7,MC2,2023-06-30T12:15:00Z,87.66,21,0.15,0.94,0.14,0.943,87.74,20.6,158,15,0,452,15,452,0
ET7,MC2,2023-06-30T12:30:00Z,87.65,21.1,0.16,0.934,0.16,0.936,87.72,20.7,124.3,15,0,452,15,452,0
ET7,MC2,2023-06-30T12:45:00Z,87.64,21.2,0.17,0.932,0.16,0.936,87.72,20.8,163.7,15,0,451,15,452,0
ET7,MC2,2023-06-30T13:00:00Z,87.63,21.6,0.22,0.913,0.2,0.922,87.7,21.1,168.8,15,0,451,15,452,0
ET7,MC2,2023-06-30T13:15:00Z,87.61,21.7,0.22,0.914,0.19,0.923,87.68,21.2,172.1,15,0,451,15,451,0
ET7,MC2,2023-06-30T13:30:00Z,87.6,21.9,0.21,0.919,0.18,0.927,87.67,21.3,159.1,15,0,451,15,452,0
ET7,MC2,2023-06-30T13:45:00Z,87.58,21.9,0.19,0.927,0.16,0.936,87.65,21.3,161.5,15,0,451,15,452,0
ET7,MC2,2023-06-30T14:00:00Z,87.57,21.7,0.17,0.933,0.15,0.941,87.64,21.1,162.4,15,0,451,15,451,0
ET7,MC2,2023-06-30T14:15:00Z,87.57,21.8,0.19,0.927,0.17,0.932,87.64,21.3,151.8,15,0,451,15,452,0
ET7,MC2,2023-06-30T14:30:00Z,87.57,21.6,0.16,0.937,0.15,0.939,87.64,21.1,122.1,15,0,451,15,452,0
ET7,MC2,2023-06-30T14:45:00Z,87.57,21.5,0.15,0.942,0.14,0.942,87.64,21,114.1,15,0,451,15,453,0
ET7,MC2,2023-06-30T15:00:00Z,87.57,21.4,0.13,0.948,0.14,0.946,87.64,21.1,110.6,15,0,452,15,480,2
ET7,MC2,2023-06-30T15:15:00Z,87.56,21.3,0.09,0.964,0.11,0.958,87.63,21,100,15,0,452,15,454,4
ET7,MC2,2023-06-30T15:30:00Z,87.56,21,0.06,0.978,0.09,0.965,87.63,20.9,44.7,15,12,469,15,639,15
ET7,MC2,2023-06-30T15:45:00Z,87.57,20.7,0,0.998,0.05,0.98,87.63,20.7,35,15,14,460,15,587,15
ET7,MC2,2023-06-30T16:00:00Z,87.56,20.5,0,1.001,0.03,0.989,87.63,20.5,24.7,15,7,617,15,752,15
ET7,MC2,2023-06-30T16:15:00Z,87.57,20.3,0,1.001,0.01,0.995,87.63,20.3,27.8,15,15,608,15,614,15
ET7,MC2,2023-06-30T16:30:00Z,87.56,20,0,0.999,0.01,0.994,87.62,20.1,26.4,15,15,667,15,697,15
ET7,MC2,2023-06-30T16:45:00Z,87.56,19.9,0,1,0,0.998,87.63,19.9,17.4,15,15,614,15,601,15
ET7,MC2,2023-06-30T17:00:00Z,87.57,19.9,0,1,0,1,87.64,19.9,17,15,15,591,15,607,15
ET7,MC2,2023-06-30T17:15:00Z,87.58,19.8,0,1,0,1,87.65,19.8,16.7,15,15,586,15,615,15
ET7,MC2,2023-06-30T17:30:00Z,87.59,19.9,0,1,0,0.999,87.66,19.9,8.6,15,15,627,15,731,15
ET7,MC2,2023-06-30T17:45:00Z,87.6,19.9,0,0.999,0,1,87.67,20,2.7,15,15,569,15,604,15
ET7,MC2,2023-06-30T18:00:00Z,87.6,19.9,0,1.001,0,0.999,87.67,19.9,0.4,15,15,577,15,725,15
ET7,MC2,2023-06-30T18:15:00Z,87.66,19.8,0,1,0,1,87.73,19.9,0,15,15,644,15,617,15
ET7,MC2,2023-06-30T18:30:00Z,87.68,19.8,0,1,0,1,87.75,19.8,0,15,15,655,15,668,15
ET7,MC2,2023-06-30T18:45:00Z,87.67,19.7,0,1,0,1,87.74,19.7,0,15,15,573,15,561,15
ET7,MC2,2023-06-30T19:00:00Z,87.69,19.6,0,1.001,0,1,87.76,19.7,0,15,15,749,15,608,15
ET7,MC2,2023-06-30T19:15:00Z,87.73,19.7,0,1.001,0,0.999,87.8,19.8,0,15,15,663,15,635,15
ET7,MC2,2023-06-30T19:30:00Z,87.78,19.8,0,1,0,1,87.85,19.9,0,15,15,660,15,697,15
ET7,MC2,2023-06-30T19:45:00Z,87.82,19.7,0,1,0,1,87.89,19.8,0,15,15,653,15,757,15
ET7,MC2,2023-06-30T20:00:00Z,87.82,19.7,0,1,0,0.999,87.89,19.8,0,15,15,580,15,539,15
ET7,MC2,2023-06-30T20:15:00Z,87.84,19.6,0,1,0,1,87.91,19.6,0,15,15,867,15,803,15
ET7,MC2,2023-06-30T20:30:00Z,87.86,19.5,0,1,0,1,87.93,19.6,0,15,15,679,15,681,15
ET7,MC2,2023-06-30T20:45:00Z,87.89,19,0,1.001,0,1,87.96,19,0,15,15,608,15,624,15
ET7,MC2,2023-06-30T21:00:00Z,87.85,18.9,0,1.001,0,1.001,87.91,18.9,0,15,15,570,15,538,15
ET7,MC2,2023-06-30T21:15:00Z,87.83,19.6,0,1.001,0.02,0.99,87.9,19.7,0,15,15,542,15,547,15
ET7,MC2,2023-06-30T21:30:00Z,87.82,19.6,0,0.999,0.09,0.963,87.89,19.9,0,15,15,536,15,540,15
ET7,MC2,2023-06-30T21:45:00Z,87.86,19.4,0,1,0.05,0.978,87.93,19.6,0,15,15,517,15,532,15
ET7,MC2,2023-06-30T22:00:00Z,87.84,19.7,0,1,0.06,0.975,87.91,19.9,0,15,15,576,15,565,15
ET7,MC2,2023-06-30T22:15:00Z,87.85,19.7,0,1,0.05,0.977,87.92,19.9,0,15,15,654,15,626,15
ET7,MC2,2023-06-30T22:30:00Z,87.89,19.5,0,1.001,0.03,0.987,87.96,19.6,0,15,15,669,15,702,15
ET7,MC2,2023-06-30T22:45:00Z,87.88,19.4,0,1,0.01,0.996,87.94,19.5,0,15,15,620,15,592,15
ET7,MC2,2023-06-30T23:00:00Z,87.86,19.5,0,1,0,1.001,87.93,19.6,0,15,15,604,15,584,15
ET7,MC2,2023-06-30T23:15:00Z,87.84,19.5,0,1,0,1,87.91,19.6,0,15,15,612,15,586,15
ET7,MC2,2023-06-30T23:30:00Z,87.82,19.5,0,1.001,0,1,87.89,19.6,0,15,15,588,15,573,15
ET7,MC2,2023-06-30T23:45:00Z,87.79,19.6,0,1,0,1,87.86,19.6,0,15,15,567,15,554,15
ET7,MC2,2023-07-01T00:00:00Z,87.77,19.6,0,1.001,0,1,87.83,19.6,0,15,15,576,15,557,15
ET7,MC2,2023-07-01T00:15:00Z,87.76,19.5,0,1,0,0.999,87.83,19.6,0,15,15,588,15,562,15
ET7,MC2,2023-07-01T00:30:00Z,87.75,19.5,0,1.001,0,1,87.82,19.6,0,15,15,627,15,620,15
ET7,MC2,2023-07-01T00:45:00Z,87.74,19.3,0,1.001,0,1,87.81,19.4,0,15,15,585,15,554,15
ET7,MC2,2023-07-01T01:00:00Z,87.75,18.9,0,1,0,1,87.82,19,0,15,15,575,15,548,15
ET7,MC2,2023-07-01T01:15:00Z,87.76,18.9,0,1,0,1,87.83,18.9,0,15,15,553,15,549,15
ET7,MC2,2023-07-01T01:30:00Z,87.75,19,0,1,0,0.999,87.82,19,0,15,15,513,15,495,15
ET7,MC2,2023-07-01T01:45:00Z,87.74,19,0,1,0.02,0.989,87.81,19.2,0,15,15,507,15,522,15
ET7,MC2,2023-07-01T02:00:00Z,87.71,18.9,0,1,0.02,0.992,87.78,18.9,0,15,15,509,15,499,15
ET7,MC2,2023-07-01T02:15:00Z,87.72,18.7,0,1,0.01,0.996,87.79,18.7,0,15,15,510,15,569,15
ET7,MC2,2023-07-01T02:30:00Z,87.7,18.7,0,0.999,0,0.998,87.77,18.7,0,15,15,594,15,613,15
ET7,MC2,2023-07-01T02:45:00Z,87.7,18.8,0,1,0,0.999,87.76,18.9,0,15,15,579,15,551,15
ET7,MC2,2023-07-01T03:00:00Z,87.67,18.7,0,1,0,1,87.74,18.7,0,15,15,543,15,533,15
ET7,MC2,2023-07-01T03:15:00Z,87.67,18.8,0,1,0,0.999,87.74,18.8,0,15,15,556,15,606,15
ET7,MC2,2023-07-01T03:30:00Z,87.67,18.8,0,1,0,1,87.74,18.9,0,15,15,602,15,717,15
ET7,MC2,2023-07-01T03:45:00Z,87.67,18.7,0,1,0,1,87.74,18.7,0,15,15,584,15,595,15
ET7,MC2,2023-07-01T04:00:00Z,87.66,18.6,0,1.001,0,0.999,87.73,18.7,0,15,15,592,15,588,15
ET7,MC2,2023-07-01T04:15:00Z,87.66,18.7,0,1,0,1,87.73,18.7,0,15,15,553,15,529,15
ET7,MC2,2023-07-01T04:30:00Z,87.65,18.8,0,0.999,0,1,87.72,18.7,0,15,15,550,15,620,15
ET7,MC2,2023-07-01T04:45:00Z,87.63,18.8,0,0.999,0,1.001,87.7,18.8,0,15,15,544,15,510,15
ET7,MC2,2023-07-01T05:00:00Z,87.64,18.8,0,1,0,1,87.71,18.9,0,15,15,554,15,505,15
ET7,MC2,2023-07-01T05:15:00Z,87.67,18.9,0,1,0,1,87.73,18.9,0,15,15,579,15,550,15
ET7,MC2,2023-07-01T05:30:00Z,87.68,18.8,0,0.999,0,1,87.75,18.9,0,15,15,631,15,516,15
ET7,MC2,2023-07-01T05:45:00Z,87.7,18.6,0,1.001,0,1,87.77,18.8,0,15,15,593,15,589,15
ET7,MC2,2023-07-01T06:00:00Z,87.7,18.4,0,1,0,1,87.77,18.5,0.5,15,15,590,15,576,15
ET7,MC2,2023-07-01T06:15:00Z,87.7,18.4,0,1.001,0,0.999,87.77,18.5,7.7,15,15,567,15,548,15
ET7,MC2,2023-07-01T06:30:00Z,87.7,18.6,0,1,0,1,87.77,18.5,19.2,15,15,550,15,510,15
ET7,MC2,2023-07-01T06:45:00Z,87.69,18.8,0,1.001,0,1.001,87.76,18.7,30.4,15,15,535,15,492,15
ET7,MC2,2023-07-01T07:00:00Z,87.68,19.2,0,0.999,0,1,87.75,18.9,76,15,15,515,15,458,8
ET7,MC2,2023-07-01T07:15:00Z,87.7,19.9,0,1,0,1.001,87.77,19.1,88.4,15,15,497,15,457,0
ET7,MC2,2023-07-01T07:30:00Z,87.71,20.4,0.01,0.994,0,1.001,87.79,19.3,53.6,15,15,485,15,455,0
ET7,MC2,2023-07-01T07:45:00Z,87.72,20.8,0.08,0.968,0.01,0.995,87.79,19.9,67.2,15,15,475,15,454,0
ET7,MC2,2023-07-01T08:00:00Z,87.73,20.9,0.11,0.955,0.05,0.979,87.8,20.1,94.7,15,15,469,15,454,0
ET7,MC2,2023-07-01T08:15:00Z,87.75,20.5,0.1,0.96,0.06,0.976,87.82,19.9,89.5,15,15,463,15,453,0
ET7,MC2,2023-07-01T08:30:00Z,87.74,20.7,0.14,0.944,0.1,0.959,87.81,20.1,87,15,4,455,15,453,0
ET7,MC2,2023-07-01T08:45:00Z,87.73,21.8,0.22,0.914,0.13,0.946,87.8,20.6,118.5,15,0,452,15,452,0
ET7,MC2,2023-07-01T09:00:00Z,87.74,21,0.18,0.929,0.13,0.944,87.81,20.2,123.8,15,0,452,15,452,0
ET7,MC2,2023-07-01T09:15:00Z,87.74,21.6,0.19,0.926,0.13,0.945,87.81,20.6,152.7,15,0,452,15,451,0
ET7,MC2,2023-07-01T09:30:00Z,87.75,22.3,0.29,0.893,0.18,0.928,87.82,21.1,186,15,0,452,6,450,0
ET7,MC2,2023-07-01T09:45:00Z,87.79,22.4,0.28,0.897,0.19,0.926,87.86,21.2,204.2,15,0,452,10,451,0
ET7,MC2,2023-07-01T10:00:00Z,87.82,22.1,0.21,0.921,0.14,0.945,87.89,20.9,124.7,15,0,452,15,455,0
ET7,MC2,2023-07-01T10:15:00Z,87.84,21.2,0.14,0.944,0.1,0.959,87.91,20.5,83.7,15,0,453,15,457,1
ET7,MC2,2023-07-01T10:30:00Z,87.85,20.7,0.1,0.959,0.07,0.969,87.91,20.3,69.9,15,7,495,15,693,14
ET7,MC2,2023-07-01T10:45:00Z,87.84,20.4,0.03,0.988,0.05,0.979,87.91,20.1,89.4,15,15,503,15,534,15
ET7,MC2,2023-07-01T11:00:00Z,87.84,20.3,0.05,0.98,0.04,0.982,87.91,20,67.7,15,15,538,15,761,15
ET7,MC2,2023-07-01T11:15:00Z,87.83,20.4,0.06,0.973,0.03,0.985,87.9,19.7,148.1,15,15,550,15,574,15
ET7,MC2,2023-07-01T11:30:00Z,87.83,21.3,0.12,0.953,0.05,0.977,87.9,20.3,193.4,15,15,493,15,557,15
ET7,MC2,2023-07-01T11:45:00Z,87.81,22.1,0.24,0.912,0.12,0.95,87.88,20.6,158.2,15,15,475,15,536,15
ET7,MC2,2023-07-01T12:00:00Z,87.8,22,0.25,0.907,0.15,0.938,87.87,20.6,199.2,15,12,453,15,493,15
ET7,MC2,2023-07-01T12:15:00Z,87.76,23.2,0.36,0.873,0.2,0.921,87.83,21.3,273.6,13,0,449,7,446,5
ET7,MC2,2023-07-01T12:30:00Z,87.74,24,0.46,0.845,0.25,0.905,87.81,21.9,223.8,5,0,450,0,448,0
ET7,MC2,2023-07-01T12:45:00Z,87.74,23.2,0.38,0.867,0.23,0.911,87.81,21.7,198.9,14,0,450,1,448,0
ET7,MC2,2023-07-01T13:00:00Z,87.76,22.8,0.32,0.883,0.2,0.923,87.82,21.6,88.6,15,0,451,11,451,0
ET7,MC2,2023-07-01T13:15:00Z,87.71,22.2,0.27,0.899,0.19,0.925,87.77,21.2,111.3,15,0,451,15,451,0
ET7,MC2,2023-07-01T13:30:00Z,87.68,22.2,0.26,0.901,0.2,0.922,87.75,21.3,100.3,15,0,451,15,451,0
ET7,MC2,2023-07-01T13:45:00Z,87.7,22,0.23,0.912,0.19,0.925,87.77,21.3,63,15,0,451,15,452,0
ET7,MC2,2023-07-01T14:00:00Z,87.71,21.5,0.16,0.938,0.15,0.94,87.78,21.2,32.6,15,0,452,15,454,0
ET7,MC2,2023-07-01T14:15:00Z,87.73,20.9,0.1,0.961,0.11,0.954,87.79,20.9,5.3,15,0,453,15,459,0
ET7,MC2,2023-07-01T14:30:00Z,87.74,19.8,0.01,0.997,0.07,0.971,87.81,20.1,0.9,15,10,534,15,700,15
ET7,MC2,2023-07-01T14:45:00Z,87.77,18.8,0,1,0.04,0.983,87.84,18.9,5.3,15,15,682,15,726,15
ET7,MC2,2023-07-01T15:00:00Z,87.78,18.2,0,1,0.02,0.992,87.85,18.3,2.2,15,15,605,15,568,15
ET7,MC2,2023-07-01T15:15:00Z,87.78,17.9,0,0.999,0,0.998,87.84,18,0,15,15,615,15,659,15
ET7,MC2,2023-07-01T15:30:00Z,87.74,17.8,0,1,0,1,87.8,17.8,0,15,15,599,15,620,15
ET7,MC2,2023-07-01T15:45:00Z,87.72,17.9,0,0.999,0,1.001,87.78,17.9,0,15,15,592,15,620,15
ET7,MC2,2023-07-01T16:00:00Z,87.73,18.1,0,1,0,1.001,87.8,18.2,0,15,15,623,15,599,15
ET7,MC2,2023-07-01T16:15:00Z,87.75,18.2,0,1,0,1,87.82,18.3,0,15,15,606,15,624,15
ET7,MC2,2023-07-01T16:30:00Z,87.75,18.2,0,1,0,1,87.82,18.4,0,15,15,636,15,685,15
ET7,MC2,2023-07-01T16:45:00Z,87.76,18.3,0,1.001,0,1,87.83,18.4,0,15,15,618,15,633,15
ET7,MC2,2023-07-01T17:00:00Z,87.77,18.4,0,1,0,0.999,87.84,18.5,0,15,15,625,15,622,15
ET7,MC2,2023-07-01T17:15:00Z,87.78,18.5,0,1,0,1,87.85,18.6,0,15,15,645,15,592,15
ET7,MC2,2023-07-01T17:30:00Z,87.79,18.4,0,1,0,1,87.86,18.4,0,15,15,594,15,610,15
ET7,MC2,2023-07-01T17:45:00Z,87.8,18.4,0,1,0,1,87.87,18.4,0,15,15,592,15,595,15
ET7,MC2,2023-07-01T18:00:00Z,87.8,18.3,0,1,0,1.001,87.87,18.3,0,15,15,607,15,640,15
ET7,MC2,2023-07-01T18:15:00Z,87.82,18.3,0,1,0.02,0.993,87.88,18.5,0,15,15,565,15,550,15
ET7,MC2,2023-07-01T18:30:00Z,87.83,18.4,0,1,0.01,0.993,87.9,18.5,0,15,15,562,15,573,15
ET7,MC2,2023-07-01T18:45:00Z,87.84,18.4,0,0.999,0.01,0.995,87.91,18.5,0,15,15,550,15,561,15
ET7,MC2,2023-07-01T19:00:00Z,87.87,18.4,0,1,0,0.998,87.94,18.4,0,15,15,544,15,537,15
ET7,MC2,2023-07-01T19:15:00Z,87.89,18.5,0,1.001,0,0.999,87.95,18.6,0,15,15,567,15,557,15
ET7,MC2,2023-07-01T19:30:00Z,87.88,18.6,0,1,0,0.999,87.95,18.6,0,15,15,537,15,540,15
ET7,MC2,2023-07-01T19:45:00Z,87.89,18.6,0,1,0,0.998,87.95,18.7,0,15,15,547,15,564,15
ET7,MC2,2023-07-01T20:00:00Z,87.9,18.5,0,1.001,0,0.999,87.96,18.6,0,15,15,557,15,572,15
ET7,MC2,2023-07-01T20:15:00Z,87.9,18.5,0,1,0,1,87.96,18.6,0,15,15,572,15,595,15
ET7,MC2,2023-07-01T20:30:00Z,87.9,18.6,0,1,0,1.001,87.96,18.6,0,15,15,555,15,546,15
ET7,MC2,2023-07-01T20:45:00Z,87.88,18.6,0,1,0,1,87.95,18.6,0,15,15,549,15,517,15
ET7,MC2,2023-07-01T21:00:00Z,87.86,18.9,0,1.001,0,1,87.93,18.9,0,15,15,504,15,488,15
ET7,MC2,2023-07-01T21:15:00Z,87.84,19.4,0.04,0.98,0.1,0.955,87.91,19.6,0,15,15,483,15,464,15
ET7,MC2,2023-07-01T21:30:00Z,87.84,19.4,0.19,0.918,0.21,0.907,87.91,19.5,0,15,15,468,15,456,4
ET7,MC2,2023-07-01T21:45:00Z,87.83,19.4,0.27,0.88,0.24,0.89,87.9,19.2,0,15,8,457,15,455,0
ET7,MC2,2023-07-01T22:00:00Z,87.82,19,0.24,0.889,0.19,0.911,87.89,18.6,0,15,0,453,15,455,0
ET7,MC2,2023-07-01T22:15:00Z,87.81,19.2,0.3,0.867,0.19,0.911,87.88,18.4,0,15,0,452,15,454,0
ET7,MC2,2023-07-01T22:30:00Z,87.79,20.5,0.55,0.773,0.4,0.825,87.86,19.7,0,15,0,450,15,453,0
ET7,MC2,2023-07-01T22:45:00Z,87.77,21,0.68,0.727,0.49,0.79,87.84,20.1,0,13,0,450,15,452,0
ET7,MC2,2023-07-01T23:00:00Z,87.76,21.7,0.84,0.676,0.63,0.743,87.83,20.7,0,0,0,449,15,452,0
ET7,MC2,2023-07-01T23:15:00Z,87.75,21.8,0.89,0.658,0.64,0.736,87.81,20.6,0,0,0,449,15,451,0
ET7,MC2,2023-07-01T23:30:00Z,87.74,21.9,0.92,0.651,0.71,0.715,87.81,21,0,0,0,448,15,451,0
ET7,MC2,2023-07-01T23:45:00Z,87.73,22.6,1.06,0.614,0.89,0.665,87.8,22,0,0,0,448,15,451,0
ET7,MC2,2023-07-02T00:00:00Z,87.72,22.4,1.03,0.62,0.87,0.669,87.78,21.8,0,0,0,447,15,451,0
ET7,MC2,2023-07-02T00:15:00Z,87.71,22.4,0.99,0.633,0.76,0.7,87.77,21.3,0,0,0,448,15,451,0
ET7,MC2,2023-07-02T00:30:00Z,87.7,22.2,0.94,0.648,0.74,0.709,87.77,21.3,0,0,0,448,15,451,0
ET7,MC2,2023-07-02T00:45:00Z,87.72,21.6,0.84,0.674,0.61,0.748,87.79,20.5,0,0,0,448,15,451,0
ET7,MC2,2023-07-02T01:00:00Z,87.74,21,0.7,0.72,0.53,0.776,87.8,20.2,0,0,0,449,15,452,0
ET7,MC2,2023-07-02T01:15:00Z,87.75,20,0.54,0.771,0.45,0.803,87.81,19.7,0,3,0,449,15,454,6
ET7,MC2,2023-07-02T01:30:00Z,87.74,20.4,0.61,0.746,0.51,0.782,87.8,20,0,0,0,449,15,452,0
ET7,MC2,2023-07-02T01:45:00Z,87.71,19.8,0.49,0.787,0.41,0.816,87.78,19.4,0,1,0,449,15,452,0
